"project_id.x","deployment_id","image_id","filename","location","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","timestamp","number_of_objects","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license","bounding_boxes","project_id.y","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by","remarks","DateTimeOriginal","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days"
2004409,"S02_T02_2024","85c25d18-ccde-47c0-b626-b34d775739d6","Site02__2024_site2_trap_2__2024-07-24__06-18-07(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/85c25d18-ccde-47c0-b626-b34d775739d6.JPG",0,"Aaron Greenville","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2024-07-24 06:18:07",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 06:18:07,0,0,0,0
2004409,"S02_T02_2024","f30b4769-8ddb-438d-9ae8-51c06b24011c","Site02__2024_site2_trap_2__2024-07-24__06-58-05(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/f30b4769-8ddb-438d-9ae8-51c06b24011c.JPG",0,"Aaron Greenville","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2024-07-24 06:58:05",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.469545543,0.342197955,0.663166106,0.467961133]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 06:58:05,2398,40,0.7,0
2004409,"S02_T02_2024","53324f5d-9bd1-4244-9318-e8d55fffa210","Site02__2024_site2_trap_2__2024-07-24__16-06-07(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/53324f5d-9bd1-4244-9318-e8d55fffa210.JPG",0,"Aaron Greenville","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2024-07-24 16:06:07",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.502642751,0.379656732,0.673270702,0.510631561]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 16:06:07,32882,548,9.1,0.4
2004409,"S02_T02_2024","55fa08d8-1729-404a-ae9e-0186f68bf10a","Site02__2024_site2_trap_2__2024-07-24__16-32-16(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/55fa08d8-1729-404a-ae9e-0186f68bf10a.JPG",0,"Aaron Greenville","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2024-07-24 16:32:16",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.555087447,0.231095389,0.760900915,0.331025422]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 16:32:16,1569,26,0.4,0
2004409,"S02_T02_2024","df76f9b7-3252-42a4-ad41-5987d65b8b59","Site02__2024_site2_trap_2__2024-07-22__19-52-00(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/df76f9b7-3252-42a4-ad41-5987d65b8b59.JPG",0,"jess smith","6ccf0c56-72ce-49c5-84bd-3aca403c1b26","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Brown Antechinus",NA,"2024-07-22 19:52:00",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.689628124,0.000220332295,0.978295386,0.0591481067]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-22 19:52:00,0,0,0,0
2004409,"S02_T02_2024","d90377f7-6770-4c0b-8537-4532f704f89b","Site02__2024_site2_trap_2__2024-07-22__21-33-23(3).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/d90377f7-6770-4c0b-8537-4532f704f89b.JPG",0,"jess smith","6ccf0c56-72ce-49c5-84bd-3aca403c1b26","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Brown Antechinus",NA,"2024-07-22 21:33:23",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-22 21:33:23,6083,101,1.7,0.1
2004409,"S02_T02_2024","d7cc067b-c496-49a7-a724-5999e34336c6","Site02__2024_site2_trap_2__2024-07-24__06-17-21(2).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/d7cc067b-c496-49a7-a724-5999e34336c6.JPG",0,"jess smith","6ccf0c56-72ce-49c5-84bd-3aca403c1b26","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Brown Antechinus",NA,"2024-07-24 06:17:21",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.457105815,0.912678242,0.623358071,1]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 06:17:21,117838,1964,32.7,1.4
2004409,"S02_T02_2024","6a1c9761-2505-42ec-b0fd-9a0d3b129180","Site02__2024_site2_trap_2__2024-07-24__16-06-27(7).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/6a1c9761-2505-42ec-b0fd-9a0d3b129180.JPG",0,"jess smith","6ccf0c56-72ce-49c5-84bd-3aca403c1b26","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Brown Antechinus",NA,"2024-07-24 16:06:27",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.60736388,0.22503677,0.845837951,0.325422615]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 16:06:27,35346,589,9.8,0.4
2004409,"S02_T02_2024","fbd80d7d-7072-4a3f-a8b9-0c39bd03b990","Site02__2024_site2_trap_2__2024-07-24__19-25-23(3).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/fbd80d7d-7072-4a3f-a8b9-0c39bd03b990.JPG",0,"jess smith","6ccf0c56-72ce-49c5-84bd-3aca403c1b26","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Brown Antechinus",NA,"2024-07-24 19:25:23",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.448306292,0.929407477,0.647518873,1]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-24 19:25:23,11936,199,3.3,0.1
2004409,"S02_T02_2024","495fad36-ab82-48ca-a7e2-bbe076b1e5d9","Site02__2024_site2_trap_2__2024-07-22__19-50-31(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2310239/prod/directUpload/495fad36-ab82-48ca-a7e2-bbe076b1e5d9.JPG",0,"jess smith","f97e5485-9bda-4eeb-83a3-d65ba57f410c","Mammalia","Rodentia","Muridae","Rattus","fuscipes","Bush Rat",NA,"2024-07-22 19:50:31",1,"","",NA,NA,NA,NA,"false",NA,NA,"CC-BY-NC","{""{\""detectionBox\"":[0.369169891,0.490962625,0.519972086,0.779306054]}""}",2004409,"S02_T02",151.7393117,-32.24083333,"2024-07-22 00:00:00","2024-07-25 00:00:00","Other","Universal mammal bait","None",NA,2085469,"S02_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_02",NA,NA,NA,NA,NA,NA,2024-07-22 19:50:31,0,0,0,0
