project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
2004409,S01_T02_2025,Site_01,,S01_T02,151.73491,-32.23804,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T04_2025,Site_01,,S01_T04,151.73479,-32.23815,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T06_2025,Site_01,,S01_T06,151.73476,-32.23838,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T08_2025,Site_01,,S01_T08,151.73489,-32.23843,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T10_2025,Site_01,,S01_T10,151.73471,-32.2386,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T12_2025,Site_01,,S01_T12,151.73468,-32.23883,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T14_2025,Site_01,,S01_T14,151.733546,-32.238501,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T16_2025,Site_01,,S01_T16,151.733717,-32.238252,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T18_2025,Site_01,,S01_T18,151.733795,-32.238408,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T20_2025,Site_01,,S01_T20,151.733884,-32.238075,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T22_2025,Site_01,,S01_T22,151.73406,-32.238003,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S01_T24_2025,Site_01,,S01_T24,151.734242,-32.237821,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S01_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T02_2025,Site_02,,S02_T02,151.740386,-32.240244,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T04_2025,Site_02,,S02_T04,151.740572,-32.240214,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T06_2025,Site_02,,S02_T06,151.7407,-32.240269,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T08_2025,Site_02,,S02_T08,151.740897,-32.240275,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T10_2025,Site_02,,S02_T10,151.741103,-32.240258,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T12_2025,Site_02,,S02_T12,151.741292,-32.240242,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T14_2025,Site_02,,S02_T14,151.741342,-32.240606,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T16_2025,Site_02,,S02_T16,151.741122,-32.240589,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T18_2025,Site_02,,S02_T18,151.740944,-32.240492,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T20_2025,Site_02,,S02_T20,151.740781,-32.240581,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T22_2025,Site_02,,S02_T22,151.740606,-32.240572,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T24_2025,Site_02,,S02_T24,151.740461,-32.240733,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S02_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T02_2025,Site_03,,S03_T02,151.740855,-32.242998,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T04_2025,Site_03,,S03_T04,151.740513,-32.242847,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T06_2025,Site_03,,S03_T06,151.740513,-32.242992,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T08_2025,Site_03,,S03_T08,151.740232,-32.242848,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T10_2025,Site_03,,S03_T10,151.740128,-32.242923,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T12_2025,Site_03,,S03_T12,151.739992,-32.243065,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T14_2025,Site_03,,S03_T14,151.739733,-32.242265,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T16_2025,Site_03,,S03_T16,151.739981,-32.24211,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T18_2025,Site_03,,S03_T18,151.740084,-32.242123,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T20_2025,Site_03,,S03_T20,151.740228,-32.242129,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T22_2025,Site_03,,S03_T22,151.740336,-32.24191,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T24_2025,Site_03,,S03_T24,151.740592,-32.241906,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S03_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T02_2025,Site_04,,S04_T02,151.74525,-32.24427,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T04_2025,Site_04,,S04_T04,151.84157,-32.24153,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T06_2025,Site_04,,S04_T06,151.74565,-32.24424,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T08_2025,Site_04,,S04_T08,151.74574,-32.24414,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T10_2025,Site_04,,S04_T10,151.74571,-32.24401,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T12_2025,Site_04,,S04_T12,151.74568,-32.2437,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T14_2025,Site_04,,S04_T14,151.74622,-32.24429,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T16_2025,Site_04,,S04_T16,151.74603,-32.24427,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T18_2025,Site_04,,S04_T18,151.74582,-32.24433,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T20_2025,Site_04,,S04_T20,151.74567,-32.24438,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T22_2025,Site_04,,S04_T22,151.74551,-32.24448,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T24_2025,Site_04,,S04_T24,151.74545,-32.2445,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S04_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T02_2025,Site_05,,S05_T02,151.750915,-32.246593,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T04_2025,Site_05,,S05_T04,151.751133,-32.246603,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T06_2025,Site_05,,S05_T06,151.751462,-32.246661,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T08_2025,Site_05,,S05_T08,151.751722,-32.246728,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T10_2025,Site_05,,S05_T10,151.751887,-32.246814,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T12_2025,Site_05,,S05_T12,151.75207,-32.246808,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T14_2025,Site_05,,S05_T14,151.7523,-32.2463,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T16_2025,Site_05,,S05_T16,151.75191,-32.24598,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T18_2025,Site_05,,S05_T18,151.75175,-32.24568,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T20_2025,Site_05,,S05_T20,151.75154,-32.24565,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T22_2025,Site_05,,S05_T22,151.75119,-32.24554,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T24_2025,Site_05,,S05_T24,151.75114,-32.24549,2025/07/28,2025/07/31,None,,None,Other,Universal mammal bait,None,,S05_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
