"project_id.x","deployment_id","image_id","filename","location","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","timestamp","number_of_objects","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license","bounding_boxes","project_id.y","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by","remarks","DateTimeOriginal","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","n_images"
2004409,"S01_T02_2025","40d1b035-7b23-4bc1-a6ed-a403a3974cd3","site01_trap_02_31072025__2025-07-29__20-10-37(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/40d1b035-7b23-4bc1-a6ed-a403a3974cd3.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-29 20:10:37",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.6855468899011612,0.482421875,0.977864608168602,0.79931640625]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-29 20:10:37,0,0,0,0,2
2004409,"S01_T02_2025","9034b696-b6d8-4a6e-a4df-ad568a03a2a2","site01_trap_02_31072025__2025-07-30__23-38-03(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/9034b696-b6d8-4a6e-a4df-ad568a03a2a2.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-30 23:38:03",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.5820312686264515,0.01806640625,0.6868489794433117,0.19287109375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-30 23:38:03,98846,1647.4,27.5,1.1,2
2004409,"S01_T02_2025","a61d3f6c-9e88-44fc-97c0-9b0936360d9e","site01_trap_02_31072025__2025-07-31__00-40-00(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/a61d3f6c-9e88-44fc-97c0-9b0936360d9e.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 00:40:00",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.5559896007180214,0.46533203125,0.7441406473517418,0.88623046875]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 00:40:00,3717,62,1,0,7
2004409,"S01_T02_2025","0fc1b1f8-cd13-4dcf-bc41-08d8b4209f43","site01_trap_02_31072025__2025-07-31__00-54-52(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/0fc1b1f8-cd13-4dcf-bc41-08d8b4209f43.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 00:54:52",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.51953125,0.4013671875,0.822265625,0.65771484375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 00:54:52,892,14.9,0.2,0,10
2004409,"S01_T02_2025","ea2a1961-167d-4567-bbe0-91d56461fe23","site01_trap_02_31072025__2025-07-31__01-06-27(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/ea2a1961-167d-4567-bbe0-91d56461fe23.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 01:06:27",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.4355468600988388,0.5986328125,0.822916641831398,0.83349609375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 01:06:27,695,11.6,0.2,0,10
2004409,"S01_T02_2025","43382f3f-7fcc-4c3e-a2b8-8a3cd853fc5b","site01_trap_02_31072025__2025-07-31__01-15-55(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/43382f3f-7fcc-4c3e-a2b8-8a3cd853fc5b.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 01:15:55",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.8359375223517418,0.24560546875,0.9778646007180214,0.490234375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 01:15:55,568,9.5,0.2,0,3
2004409,"S01_T02_2025","b9fa1a24-9b57-49a4-8929-e74c369a6377","site01_trap_02_31072025__2025-07-31__02-00-53(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/b9fa1a24-9b57-49a4-8929-e74c369a6377.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 02:00:53",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.484375,0.478515625,0.666015625,0.87841796875]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 02:00:53,2698,45,0.8,0,1
2004409,"S01_T02_2025","d2afe3b6-8613-4574-9e7b-bb7b91f0c70c","site01_trap_02_31072025__2025-07-31__02-20-22(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/d2afe3b6-8613-4574-9e7b-bb7b91f0c70c.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 02:20:22",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.4055989384651184,0.4853515625,0.7786458134651184,0.67822265625]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 02:20:22,1169,19.5,0.3,0,6
2004409,"S01_T02_2025","5020cb08-a410-4be9-915b-d2b746878d37","site01_trap_02_31072025__2025-07-31__02-42-04(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/5020cb08-a410-4be9-915b-d2b746878d37.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 02:42:04",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.8281250223517418,0.3994140625,0.9778646007180214,0.5126953125]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 02:42:04,1302,21.7,0.4,0,3
2004409,"S01_T02_2025","b2c235f7-343c-4656-b9d5-fc051fdd0519","site01_trap_02_31072025__2025-07-31__02-59-42(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/b2c235f7-343c-4656-b9d5-fc051fdd0519.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 02:59:42",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.7513021007180214,0.36865234375,0.9785156473517418,0.58056640625]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 02:59:42,1058,17.6,0.3,0,3
